quotation,code
"I think anything is useful, thanks. The truth is that nobody is left that seems to really understand this code and syzkaller has shown it is full of various bugs. If there is someone out there that would like to tackle it, let me know. There might be a possibility to support such work. ",technical
,
"You should use prefix ""nl80211: "" in the title",technical
,
"Thanks for cleaning this up! Correct. Yeah, I think this is fine.",technical
,
"Thanks for your review! I have one question. The package information is contained in the warning/error message. Is it better to keep this? If so, I will send v2to move the information to the help, like this.",technical
,
"As you can see, we have a long list of SoCs which are poorly supported. I'm not very keen to just add another SoC which supports booting into a ramdisk using the serial console. Do you have a roadmap adding mainline support for this SoC?",technical
,
"Yes, that's a valid concern.mt6755 and mt6795 are in a similar state, the latter after three years. I'm all for supporting new SoCs, but this feels looks a box-ticking exercise (""hey, look, our SoC is supported in mainline"") which doesn't help anyone. My Ack still stands, but I'd definitely like to see some more complete support before this patch goes in. ",technical
,
"Yes, we do arrange more resources to do upstream task for mt6765,clk/pinctrl drivers are almost ready to submit. systimer is under reviewing (v9). other drivers including. We have dedicated owners to handle them and will cowork tightly with members to make sure things happen in the following weeks. For previous chips, we did have no enough support after shell. It is due to fast pace of smartphone SoC and other resource issues. We also know that is no excuse so that we already confirmed owners and their schedules for this.If there is any suggestion, please let us know. Thanks.",technical
,
"Ok, so let's wait until pinctrl driver is submitted. I'd prefer if you could add the clk driver to this series. This way we can get rid of the dummy clocks in the device tree. I know that smartphone SoC is a fast paced business. Never the less I'm convinced that the basic building blocks won't change much from one version to another. And that mainline support for the previous version of your SoC will help you to get your new drivers faster upstream. For me the best example is the mt7622 which got to a reasonable upstream support quite fast, thanks to a good foundation of mt7623 in mainline. I'd love to see that happen on the smartphone SoCs as well. Not to mention that upstream support will help you internally when you have to rebase your BSP code-base to a new kernel version. That said I think it is good news that you have already defined owner for the different devices and hope to see submissions for them in the near future :)As a suggestion I would say that upstream submission takes time and effort and it will help your engineers if they can allocate some time to do so. But that's most probably a management decision and all engineers know that management bases it's decision on some hard-to-understandable abbreviations like EBITDA etc. ;)",technical
